topic,FREX,DS_RESUMO,document
18,"adiponectina, leptina, obesidade, adipocinas, sobrepeso",introducao pratica jejum mostrado resultados beneficos diz respeito parametros metabolicos perda_peso pratica sido frequentemente realizada longo dia durante atividades vida diaria individuos dentre efeitos jejum sobre metabolismo intermediario destaca potencial modular secrecao peptideos gastrointestinais relacionados controle fome regulacao metabolica outro lado desconhecido efeitos jejum agudo durante atividades vida diaria diferentemente realizado durante noite ainda individuos eutroficos obesidade respondem mesma forma objetivo investigar efeito jejum agudo realizado durante periodo ativo sobre peptideos gastrointestinais mulheres eutroficas obesidade metodos trata ensaio_clinico_randomizado estratificado estado_nutricional dois grupos acordo indice_massa_corporal imc i grupo eutrofico imc > 18 5 kg m² < 24 9 kg m² ii grupo obesidade imc > 35 kg m² amostra composta mulheres adultas idade 18 60 anos avaliacao inicial realizada periodo manha apos 10h jejum noturno seguintes medidas aferidas dados pessoais coletados antropometria calorimetria_indireta composicao_corporal participantes submetidas coleta 5 ml sangue analise peptideos gastrointestinais gip glp 1 pp pyy grelina adiponectina insulina glicose indices homa seguida ofertado desjejum padronizado valor calorico correspondente 20 necessidade energetica estimada calculada apos coleta dados iniciais apos voluntarias dispensadas realizacao atividades diarias habituais orientado manutencao jejum 10h longo dia voluntarias retornaram final dia repeticao procedimentos realizados primeira avaliacao coleta sangue analises estatisticas efetuadas auxilio programas statistical package the social sciences windows student version R spss versao 20 0 graficos criados meio programa graphpad prism versao 8 0 1 adotando nivel significancia 5 resultados 54 mulheres incluidas estudo sendo 29 grupo eutrofico 25 grupo obesidade jejum periodo ativo promoveu reducao concentracoes insulina adiponectina indices homa_ir homa beta alem aumento polipeptideo pancreatico pp circulante tanto mulheres eutroficas mulheres obesidade somente grupo obesidade reducao leptina aumento peptideo 1 semelhante glucagon glp 1 apos jejum diurno grupos eutrofia versus obesidade concentracoes leptina insulina maiores grupo obesidade apos jejum periodo ativo peptideos gip grelina peptideo yy pyy mudancas apos jejum periodo ativo comparados jejum noturno conclusao jejum durante atividades diarias diminui hormonios anorexigenos insulina leptina entanto aumenta pp glp 1 especialmente mulheres obesidade jejum durante atividades diarias pode reorganizar intrincada rede sinais endocrinos alguma forma podem modular comportamento_alimentar homeostatico hedonico,4707
18,"adiponectina, leptina, obesidade, adipocinas, sobrepeso",excesso consumo_alimentos palataveis alem prazer hedonico fator risco desenvolvimento vicio alimentar doencas_cronicas_transmissiveis obesidade pratica ligada modificacoes hormonios tireoidianos cuja disfuncao impacta regulacao metabolismo termogenese gasto_energetico adipogenese podendo resultar alteracoes apetite peso_corporal nesse contexto presente estudo objetivo avaliar hormonios tireoidianos sintomas vicio alimentar mulheres obesidade vivem situacao vulnerabilidade_social trata estudo_transversal inserido escopo pesquisa perfil_nutricional endocrino saude bucal mulheres vivem aglomerados subnormais maceio al sendo amostra composta 61 mulheres idade reprodutiva apresentam indice_massa_corporal imc maior 30kg m² quais 47 incluidas pesquisa base domiciliar utilizados questionarios adaptados validados caracterizacao demografica socioeconomica avaliacao_antropometrica feita afericao peso altura calculo imc avaliacao vicio alimentar utilizada escala dependencia alimentar yale 2 0 modificada myfas 2 0 triagem baseada criterios dsm 5 transtornos uso substancias avaliacao sistema endocrino feita meio coleta amostra sangue determinar concentracoes t3 t4 livre tireoglobulinas hormonio tiroestimulante tsh anticorpos anti tireoperoxidase posteriormente enviado analise laboratorio conveniado dados tabulados dupla digitacao validados programa excel analise estatistica utilizado software estatistico jamovi versao 2 3 the jamovi project sydney australia realizado estatistica descritivas analise diferenca medianas hormonios tireoidianos avaliados sintomas vicio alimentar adotado nivel significancia 5 constatou atraves resultados 44 7 mulheres apresentam obesidade grau 3 17 vicio alimentar avaliacao hormonios tireoidianos tireoglobulina t4 livre obtiveram maior menor mediana concentracao 20 9 18 6 0 76 0 12 respectivamente casos positivos vicio alimentar associacao niveis hormonios seguintes sintomas abstinencia menor concentracao tireoglobulinas p<0 035 tolerancia maior concentracao t3 p<0 049 desejo maiores concentracoes tsh p<0 011 antitireoperoxidase p<0 019 insucesso reducao desistencia maior concentracao tsh p<0 024 menor antitireoperoxidase p<0 025 perigo maiores concentracoes t3 0 043 tsh p<0 048 menor t4 livre p<0 038 casos positivos vicio alimentar presente estudo observou associacao alteracoes hormonios tireoidianos sintomas vicio abstinencia tolerancia desejo persistente insucesso reducao desistencia perigo alem maior prevalencia mulheres grau elevado obesidade,4873
18,"adiponectina, leptina, obesidade, adipocinas, sobrepeso",introducao jejum sido usado pratica religiosa medica milhares anos atualmente perda_peso estando relacionado melhora perfil_metabolico inflamatorio individuos obesidade objetivo investigar efeito jejum realizado durante periodo ativo sobre respostas metabolicas inflamatorias mulheres adultas eutroficas obesidade metodos mulheres 18 59 anos divididas grupo eutrofia imc 18 5 24 9 kg m2 grupo obesidade imc = 35 0 kg m2 avaliadas apos jejum noturno 10 horas apos jejum periodo ativo 10 horas apos jejum noturno consumiram desjejum padronizado primeiro momento feita antropometria avaliacao composicao_corporal gasto_energetico repouso ger alem coleta sangue segundo momento nova coleta sangue realizada analise estatistica adotado nivel significancia 5 p < 0 05 resultados participaram estudo 54 mulheres sendo 29 grupo eutrofia 25 grupo obesidade apos jejum periodo ativo reducao concentracao insulina homa_ir aumento concentracao agl corpos cetonicos tanto grupo eutrofia quanto grupo obesidade quanto mediadores resposta_inflamatoria concentracao pcr apos jejum periodo ativo modificou dois grupos manteve elevada tempos 1 2 grupo obesidade relacao grupo eutrofia reducao significativa tnf somente grupo eutrofia apos jejum periodo ativo tempo 2 concentracao tnf mcp 1 maior significativamente grupo obesidade observadas alteracoes concentracoes il_6 il_10 il 18 apos jejum periodo ativo ambos grupos considerando tempo 2 correlacao positiva agl insulina corpos cetonicos homa_ir grupo eutrofia correlacao positiva agl glicose grupo obesidade grupo eutrofia observada correlacao positiva il_6 glicose tnf il 18 mcp 1 il_10 il 18 il 18 mcp 1 negativa mcp 1 agl grupo obesidade correlacao positiva concentracao il_6 glucagon il_10 glucagon il 18 homa_ir negativa mcp 1 glucagon conclusao resultados presente trabalho demonstraram jejum periodo ativo afetou metabolismo_glicose lipideos tanto mulheres eutroficas quanto mulheres obesidade reduziu concentracao sanguinea tnf grupo eutrofia concentracoes pcr tnf mcp 1 mantiveram elevadas grupo obesidade apos intervencao observa portanto jejum periodo ativo promoveu alteracoes perfil_metabolico inflamatorio mulheres obesidade maneira diferente mulheres eutroficas diferenca pode ter relacao parte presenca ri inflexibilidade metabolica mulheres obesidade,4053
18,"adiponectina, leptina, obesidade, adipocinas, sobrepeso",pos menopausa marcada alteracoes causam impacto negativo sobre qualidade_vida sintomas vasomotores obesidade disturbios sono disturbios humor ansiedade embora conhecido prevalencia destas condicoes aumente posmenopausa ainda bem estudado existe relacao diante tais afirmacoes presente estudo objetivou avaliar associacao alteracoes antropometricas metabolicas hormonais pos menopausa ansiedade depressao disturbios sono presentes investigar relacao obesidade arquitetura sono primeiro estudo contou realizacao polissonografia noite inteira 53 mulheres pos menopausa idade 50 70 anos uso terapia hormonal indice_massa_corporal imc indicou grupo obeso 33 9 30 50 1 kg m2 n=21 grupo obeso 26 8 18 8 29 8 kg m2 n=32 grupo obeso apresentou valores aumentados circunferencias pescoco cintura quadril indices apnea hipopneia 14 2 vs 5 6 h disturbios respiratorios 16 4 vs 9 3 h porem relacao_cintura_quadril rcq semelhante grupos latencia sono rem movimento rapidos olhos lrem apresentou correlacao positiva massa_corporal imc circunferencia quadril enquanto rcq correlacionou negativamente eficiencia sono analise regressao_linear_multipla apontou associacao positiva imc rcq lrem dados permitiram concluir mulheres pos menopausa valores elevados imc obesidade_abdominal associam disturbios sono diminuindo sono profundo eficiencia sono elevando risco apnea obstrutiva sono segundo estudo onde avaliamos influencia condicoes metabolicas hormonais sobre sintomas_depressao ansiedade estudamos 56 mulheres idade 50 65 anos inicio espontaneo menopausa 23 mulheres pre menopausa idade 40 50 anos pareadas imc grupo estudo participantes faziam uso terapia hormonal contraceptivos antidepressivos insulina mulheres pos menopausa alocadas dois grupos pos menopausa recente pmr n=33 pos menopausa tardia pmt n=23 apos jejum 12 horas coletadas amostras sangue saliva realizada avaliacao_antropometrica bioimpedancia tetra polar aplicacao questionarios avaliacao sintomas_ansiedade depressao resultados apontam aumento escores ansiedade ambos grupos pos menopausa comprarados premenopausa contrapartida somente mulheres pmt apresentaram aumento significante escores depressao tres grupos encontravam sobrepeso obesidade_abdominal valores similares imc rcq ambos grupos pos menopausa apresentaram resistencia insulinica enquanto somente grupo pmt apresentou valores diminuidos massa_muscular esqueletica taxa metabolica basal analises correlacao incluiram todas 79 voluntarias meia idade apontaram idade porcentagem gordura_corporal rcq leptinemia correlacionaram positivamente escores ansiedade depressao analise regressao_linear_multipla mostrou idade niveis leptina associaram positivamente sintomas_ansiedade depressao assim pudemos concluir mulheres pos menopausa apresentam piora composicao_corporal reducao gasto_energetico aumento resistencia insulinica alem maior tendencia desenvolvimento ansiedade depressao comparadas mulheres meia idade pre menopausa encontravam sobrepeso modelos regressao_linear_multipla realizadas todas voluntarias apontaram envelhecimento leptinemia apresentam maior correlacao sintomas_ansiedade depressao estagios reprodutivos achados mulheres meia idade acima peso obesidade_abdominal sugerem resistencia leptina avanco idade apresentam relacao desenvolvimento disturbios humor ansiedade,2229
18,"adiponectina, leptina, obesidade, adipocinas, sobrepeso",imunossenescencia caracterizada deterioracao natural resposta imune seres_humanos culminando maior susceptibilidade infeccoes doencas alem adaptacao novos padroes fisiologicos sociais emocionais intrinsecos senescencia presente estudo avaliou producao plasmatica potenciais mediadores inflamatorios associados senescencia sobrepeso obesidade s realizacao deste estudo_transversal 54 mulheres adultas idosas idade 20 75 anos patologia diagnosticada assistidas servico publico saude regiao vale mucuri teofilo otoni minas gerais brasil avaliadas quanto padrao antropometrico frequencia_alimentar responderam questionario informacoes_sociodemograficas alimentares alem terem amostra sangue coletada avaliacao enzima creatinoquinase marcadores cxcl16 il 33 leptina resistina observou 55 5 n=30 mulheres apresentaram s aumento concentracao plasmatica cxcl16 il 33 padrao diretamente associado condicao senescencia leptina apresentou elevada mulheres meia idade s comparada eutroficas mesma idade mulheres s observou aumento consumo_alimentar leite_derivados alimentos_processados ultraprocessados enquanto grupo eutroficas predominou consumo cereais leguminosas padroes independentes idade alem disso mulheres s apresentaram habito consumir bebidas_alcoolicas cotidiano achados sugerem mulheres jovens s patologia aparente produzem elevados niveis_plasmaticos cxcl16 il 33 elevados forma direta indireta contribuem risco desenvolvimento comorbidades cardiovasculares conclui portanto marcadores plasmaticos cxcl16 il 33 atuariam mulheres saudaveis ditas patologia clinica diagnosticada indicadores prognostico clinico comorbidades associadas s senescencia,3598
18,"adiponectina, leptina, obesidade, adipocinas, sobrepeso",pacientes portadores lipodistrofia generalizada congenital cgl capazes estocar lipidios tecido_adiposo causa hipoleptinemia aumento apetite deposicao ectopica gordura lipotoxicidade contudo existem estudos comparando individuos cgl eutroficos relacao parametros apetite niveis grelina acilada forma hormonio ativa estimular agudamente ingestao_alimentos alem disso consequencias disturbios metabolism lipidico sobre lepidios plasmaticos ainda estudada presente estudo objetivos avaliar medida sensacoes subjetivas apetite niveis grelina acilada afetados cgl resposta ingestao refeicao comparacao individuos eutroficos grupo obeso incluido permitir comparacao condicao deficiencia leptina cgl condicao resistencia leptina obesidade adicionalmente perfil lipidios plasma avaliado individuos cgl eutroficos jejum apos ingestao refeicao individuos controle eutroficos eut n=10 obesos ob n=10 portadores cgl n=11 permaneceram jejum noite entao receberam refeicao ad libitum sangue coletado vas visual analogue scale aplicada antes 90 minutos apos refeicao amostras adicionais sangue coletadas 30 60 munutos determinacao niveis grelina ativa grupos cgl eut anailse lipidios plasmaticos realizada lc ms ms grupo cgl apresentou niveis baixos leptina adiponectina dislipidemia resistencia_insulina consumo_calorico similar grupos contudo grupos cgl ob tempos saciacao menores grupo eut pacientes cgl tempo saciedade menor sensacao fome atenuada refeicao niveis grelina jejum baixos grupo cgl relacao grupo eut apos refeicao niveis tenderam cair eut cgl ob analise lipidomica mostrou diferencas claras grupos cgl eut varias especies moleculares acil graxos glicerolipidios glicerofosfolipidios esfingolipidios mostraram alteradas grupo cgl todas especies alteradas acil graxos elevadas elevacao varias especies diacilglicerols triacilglicerols grupo cgl dentre glicerofosfolipidios alteracoes algumas especies glicerofosfoetanolaminas glicerofosfoserinas especie cardiolipina dentre esfingolipidios reducao esfingomielina glicoesfingolipidio grupo cgl dados indicam pacientes cgl apresentam disturbios apetite comparacao individuos saudaveis niveis baixos grelina acilada jejum ausencia decaimento fisiologico apos refeicao sugerem disturbios podem ter papel prejuizo atenuacao fome saciedade alteracoes perfil_lipidico indicam alem impacto direto sintese triacilglicerois formacao goticula lipidica metabolismo lipidios complexos prejudicado pacientes cgl achados apontam importancia entendimento papel categorias especificas lipidios desempenham disturbios_metabolicos cgl,3279
18,"adiponectina, leptina, obesidade, adipocinas, sobrepeso",introducao inflamacao papel central varias doencas caracteristicas sociedade moderna razoes leptina adiponectina adiponectina leptina considerados marcadores notaveis disfuncao tecido_adiposo consequentemente estado_inflamatorio metodos coletada amostra sangue 41 voluntarias 40 2 + 8 3 anos diagnostico obesidade severa imc 46 99 42 9851 91 kg m2 adipocinas quantificadas utilizando ensaio imunoenzimatico enquanto analise acidos_graxos conduzida usando cromatografia resultados resultados revelaram correlacao positiva razao leptina adiponectina acido graxo c20 3n 6 r = 0 52 p = 0 001 bem correlacao positiva similar razao adiponectina leptina acido graxo c22 6n 3 r = 0 74 p = 0 001 analise regressao c22 6n3 preditor razao adiponectina leptina = 0 76 p < 0 001 enquanto c20 3 n 6 preditor marcadores_inflamatorios = 4 84 p < 0 001 conclusao conclui acido graxo c22 6n3 demonstrou ser fator preditivo razao adiponectina leptina c20 3n 6 preditor marcadores_inflamatorios descoberta inedita nessa populacao pode ajudar desenvolver novas estrategias intervencao visem controlar estado_inflamatorio individuos diagnosticados obesidade_grave,5121
18,"adiponectina, leptina, obesidade, adipocinas, sobrepeso",migranea cefaleia primaria comum incapacitante fisiopatologia totalmente compreendida hipotese comum desenvolvimento crises ativacao fibras aferentes nervo trigemeo levando estado inflamacao neurogenica estudos anteriores sugerem efeito dor gasto_energetico humanos investigacao gasto_energetico pacientes migranea relevante adequacao intervencoes dieteticas objetivo deste estudo avaliar gasto_energetico repouso mulheres enxaqueca difere mulheres enxaqueca controles trata estudo_transversal envolvendo mulheres adultas 18 65 anos diagnostico enxaqueca realizado ambulatorio enxaquecas hospital clinicas universidade federal minas gerais belo_horizonte mg brasil coletamos dados clinicos demograficos utilizando questionario semi estruturado gravidade enxaqueca mensurada meio testes migraine disability test headache impact test versao 6 peso_corporal altura aferidos composicao_corporal avaliada bioimpedancia_eletrica gasto_energetico repouso medido calorimetria_indireta comparado gasto_energetico repouso preditivo calculado atraves formulas preditivas selecionadas base frequencia uso relevancia clinica recolhidas amostras sangue subgrupo apos jejum noturno mulheres enxaqueca gasto_energetico repouso elevado comparado controles p<0 01 alem disso gasto_energetico repouso correlacionou positivamente numero crises enxaqueca rho=0 226 p=0 044 mulheres enxaqueca niveis sericos elevados adiponectina contudo correlacionou gasto_energetico repouso rho=0 140 p=0 343 diferenca niveis sericos leptina grupos p=0 968 quanto formulas preditivas observamos formulas mifflin st jeor henry rees precisao prever gasto_energetico repouso mulheres migranea resultados deste estudo sugerem mulheres enxaqueca maior gasto_energetico repouso comparadas mulheres controles pode ser relacionado numero crises enxaqueca formulas mifflin st jeor henry rees precisas prever gasto_energetico repouso mulheres enxaqueca alem disso estudo sugere participacao adiponectina fisiopatologia enxaqueca,4054
18,"adiponectina, leptina, obesidade, adipocinas, sobrepeso",introducao numero crescente pessoas acometidas sobrepeso obesidade aumenta demanda desenvolvimento modelos intervencoes adequacoes estilo_vida pautadas fatores_risco sindrome_metabolica comorbidades associadas frequentemente colidem problemas motivacao barreiras ambientais pessoais dificultando sucesso implementacao adesao programas nesta perspectiva meios eletronicos facil acesso internet podem ser aliados programas emagrecimento estruturados embasados cientificamente agregar inumeras ferramentas educacionais saude controle comunicacao objetivos objetivo principal deste estudo verificar influencia modelo intervencao semipresencial multidisciplinar orientacoes mudancas estilo_vida associado processo educacao_saude online sobre parametros sindrome_metabolica hormonios pro antiinflamatorios leptina adiponectina mulheres adultas obesas especificamente estudo 1 objetivo avaliar efeito abordagem marcadores risco_cardiometabolico inflamatorios estudo 2 avaliar efeitos terapia prevalencia sindrome_metabolica leptina adiponectina podem modular resposta mulheres obesidade metodos selecionadas 303 mulheres adultas obesidade artigos separadas subamostras artigo 1 selecionadas 28 mulheres artigo 2 32 idade 32 + 6 26 anos indice_massa_corporal imc 34 01 + 4 58 kg m² terapia_interdisciplinar consistiu acompanhamento endocrinologista nutricionista fisiologista exercicio associado educacao_saude videos semanais baseados web sobre exercicios nutricao promover mudancas estilo_vida 12weeks R suporte atraves facebook R whatsapp R encontro inicial final realizadas avaliacoes antropometricas composicao_corporal bioimpedancia_eletrica bioquimica perfil_lipidico glicemia analise perfil_inflamatorio leptina adiponectina composicao_corporal bioimpedancia_eletrica analise bioquimica glicose perfil_lipidico enzimas hepaticas adiponectina leptina realizadas ensaio imunoabsorcao enzimatica elisa diagnostico sindrome_metabolica realizado segundo criterios federacao internacional diabetes international diabetes federation idf resultados artigo 1 final intervencao reducao parametros_antropometricos incluindo massa_corporal circunferencia_cintura pescoco abdomen quadril relacao_cintura_quadril reducao biomarcadores risco_cardiometabolico fatores inflamatorios incluindo melhora perfil_lipidico glicemia triglicerideos concentracao leptina verificou adiponectina apresentou correlacoes negativas razao cintura quadril fracao ldlcolesterol triacilglicerol adiponectina correlacionou positivamente hdlcolesterol artigo 2 inicio terapia 21 8 mulheres obesidade apresentam diagnostico sindrome_metabolica sm terapia_interdisciplinar eficaz reducao peso_corporal imc circunferencias gordura_corporal colesterol_total vldl dois grupos analisados grupo sm observou reducao concentracao leptina gama glutamil transferase ggt transaminase glutamico oxaloacetica tgo grupo sm melhora glicose insulina homa_ir comparacao delta observou diferencas grupos vez grupo sm apresentou maiores valores peso_corporal circunferencia_cintura gordura_corporal colesterol_total hdl_c enzima tgo prevalencia sm reduziu 21 8 3 condicoes basais correlacoes positivas homair circunferencia_cintura 0 99 p=0 04 correlacoes negativas adiponectina circunferencia_abdominal 0 99 p=0 04 ggt 1 000 p =0 002 hdl_c anp 0 99 p=0 014 alem disso comparacao valores delta encontrada correlacao positiva razao leptina adiponectina circunferencia_cintura 0 99 p=0 04 homa ad 0 91 p<0 001 conclusoes abordagem clinica interdisciplinar associada educacao_saude recursos digitais efetiva reduzir risco_cardiometabolico prevalencia sindrome_metabolica mediada leptina adiponectina estado_inflamatorio mulheres obesidade evitando desenvolvimento comorbidades,3274
19,"prandial, ccm, ages, wpc, voluntarias",inflamacao sido proposta elo obesidade diversas condicoes clinicas sindrome_metabolica diabetes aterosclerose vez dieta reconhecido fator modulador resposta_inflamatoria neste sentido acidos_graxos podem influenciar muitos eventos mecanismos celulares desempenhar importante papel regulacao respostas imunes inflamatorias consumo_frutas outro lado resultam importante reducao marcadores pro inflamatorios diante exposto presente estudo objetivo avaliar efeito consumo refeicoes alto conteudo acidos_graxos_saturados ags monoinsaturados agmi acompanhadas suco laranja resposta_inflamatoria pos prandial mulheres eutroficas excesso_peso tratou estudo pos prandial aleatorio cruzado controlado participaram estudo 55 mulheres adultas idade 20 40 anos pre menopausicas gestantes primeira etapa estudo grupo voluntarias n=33 27+ 01 anos recebeu refeicao 1 000 kcal alto conteudo ags 37 valor calorico total acompanhadas 500 ml suco laranja teste agua controle negativo segunda etapa outro grupo n=22 27+ 1 anos recebeu refeicao 1 000 kcal alto conteudo agmi 53 valor calorico total acompanhadas 500 ml suco laranja teste bebida base frutose controle agua controle negativo concentracoes plasmaticas marcadores_inflamatorios il 2 il 4 il_6 il_10 il 17a ifn tnf pcr determinadas antes jejum 2 3 5 horas ingestao refeicoes testes resultados consumo agudo refeicao alto conteudo ags comparacao refeicao alto conteudo agmi apresentou maiores valores auc ajustada citocinas tnf il_6 independente bebida acompanhou refeicoes ainda consumo ags acompanhado agua suco laranja apresentou maiores valores auc ajustada citocinas il 17a il 4 il 2 relacao refeicao alto conteudo agmi acompanhada ingestao suco laranja observado aumento auc ajustada il_10 apos viiio consumo ags relacao agmi possivelmente relacionado compensacao organismo visando limitar inflamacao subclinica induzida consumo desse acido graxo consumo suco laranja vez reduziu inflamacao pos prandial induzida consumo refeicao alto conteudo ags mediante reducao concentracoes il 17a ainda consumo refeicoes alto conteudo ags agmi aumentou concentracao pos prandial il_6 plasmatica independente refeicao ser acompanhada suco laranja identificamos diferencas resposta_inflamatoria pos prandial acordo estado_nutricional voluntarias eutrofia vs excesso_peso consumiram refeicao alto conteudo ags agmi acompanhadas ingestao suco laranja conclusao resultados presente estudo indicam efeito anti_inflamatorio agmi relacao ags consumo suco laranja vez mostrou capaz atenuar aumento subclinico inflamacao pos prandial induzida dieta alto conteudo ags marcador especifico il 17a estudos longo prazo necessarios avaliar beneficios consumo regular agmi suco laranja bem mecanismos envolvidos,1416
19,"prandial, ccm, ages, wpc, voluntarias",consumo amendoim sido relacionado inumeros beneficios saude frequencia_consumo amendoim associado inversamente indice_massa_corporal imc risco obesidade objetivo deste estudo avaliar efeitos consumo dieta hipocalorica contendo amendoim permeabilidade_intestinal concentracao lipopolissacarideo lps plasmatico homens excesso_peso imc 26 35 kg m2 idade 18 50 anos aleatoriamente alocados tres grupos experimentais amendoim convencional ac amendoim rico acido graxo oleico controle ct prescrita dieta hipocalorica 250 kcal dia incluia ac ct porcao diaria 56 g amendoim torrado pele intervencao dietetica duracao quatro semanas consecutivas primeiro ultimo dia intervencao oferecida tres refeicoes teste compostas shake sabor morango porcao 56 g amendoim convencional amendoim rico acido graxo oleico biscoito refeicoes teste forneciam 25 necessidade calorica cada voluntario avaliada meio calorimetria_indireta referidas refeicoes continham 35 carboidrato 16 proteina 49 lipidio primeiro ultimo dia intervencao avaliados seguintes paramentros concentracoes lps triacilglicerois insulina glicose jejum pos prandiais 1 2 3 h apos consumo refeicao teste adicionalmente jejum determinados seguintes parametros_bioquimicos proteina_c_reativa aspartato aminotransferase ast alanina aminotransferase alt gama glutamil transferase ggt fosfatase alcalina colesterol_total vldl ldl hdl urina coletada laboratorio durante periodo 6 h apos ingestao solucao contendo lactulose manitol verificar permeabilidade_intestinal medidas_antropometricas peso circunferencia_cintura diametro abdominal sagital composicao_corporal avaliadas antes apos intervencao resultados obtidos estudo apresentados tres artigos sendo dois primeiros dados transversais terceiro dados intervencao artigo 1 higher plasma lipopolysaccharide concentrations are associated with less favorable phenotype in men with similar bmi and total adiposity sessenta sete homens imc medio 29 7 + 0 3 kg m2 incluidos voluntarios valores lps plasmatico 8805 0 9 ml apresentaram maior percentual_gordura tronco percentual_gordura androide massa gordura androide maiores concentracoes insulina alt maiores indices homeostasis model assessment of insulin resistance homa_ir homa beta relacao homens menor concentracao lps lps correlacionou positivamente percentual_gordura tronco percentual_gordura androide massa gordura androide insulina ast fosfatase alcalina homa_ir homa b resultados sugerem maior concentracao lps associa fenotipo menos favoravel caracterizado maior adiposidade central menor sensibilidade_insulina comprometimento funcao celulas beta pancreaticas artigo 2 high fat meal containing conventional or high oleic peanuts is associated with delayed triglyceridemia and lower 3h postprandial lipopolysaccharide concentrations in overweight obese men sessenta cinco homens participantes alocados seguintes grupos ac n=21 n=23 ct n=21 apos ingestao aguda refeicoes teste verificou concentracoes lps menores grupos ac 0 7 + 0 5 ml 1 0 + 0 9 ml comparados grupo ct 1 6 + 1 2 ml 3 h pos prandiais niveis triacilglicerois insulina aumentaram todos grupos entretanto verificou grupos ac triacilglicerois elevaram partir 2 h pos prandiais enquanto grupo ct aumento ocorreu partir 1 h pos prandial correlacao positiva niveis lps triacilglicerois grupos ac niveis insulina avaliados 3 h pos prandiais semelhantes valores jejum assim consumo agudo amendoim atrasou aumento triacilglicerois favoreceu retorno rapido insulina concentracoes basais especialmente grupo ac resultados sugerem consumo amendoim convencional amendoim rico acido graxo oleico pode reduzir risco endotoxemia efeitos metabolicos artigo 3 effect of hypocaloric diet containing peanut cultivars differing in oleic acid content on intestinal permeability and endotoxemia cinquenta cinco homens incluidos estudo_intervencao sendo alocados seguintes grupos ac n=19 n=18 ct n=18 consumo dieta hipocalorica incluindo cultivares amendoim diferentes teores acido graxo oleico alterou permeabilidade_intestinal concentracoes plasmaticas lps jejum respostas pos prandiais lps apos ingestao refeicao hiperlipidica final intervencao verificou reducao medidas_antropometricas massa gordura_corporal_total todos grupos reducao massa livre gordura apenas grupo ct resultados sugerem consumo dietas hipocaloricas adicao amendoim contribui perda_peso melhora composicao_corporal efeitos associados alteracoes permeabilidade_intestinal concentracao lps plasmatico,632
19,"prandial, ccm, ages, wpc, voluntarias",prevalencia obesidade diabetes_mellitus_tipo_2 vem crescendo todo mundo sabe prevencao tratamento desses agravos dao adocao tratamento interdisciplinar incluindo acompanhamento dietetico resultados estudos clinicos epidemiologicos apontado possivel efeito benefico consumo amendoim controle glicemia apetite ingestao_alimentar presente estudo objetivo investigar efeito consumo amendoim grao cru pasta homeostase glicemica glicose insulina acidos_graxos livres glp 1 controle hormonal apetite cck pyy percepcao subjetiva apetite ingestao_alimentar mulheres obesas elevado risco desenvolvimento diabetes_mellitus_tipo_2 trata ensaio_clinico_randomizado cruzado 15 mulheres participaram 3 etapas experimentais ingestao desjejum controle dc desjejum adicao amendoim grao dag desjejum adicao amendoim pasta dap servido almoco padrao 240 minutos apos desjejum tempos  10 15 45 60 90 120 180 240 265 295 310 340 370 430 490 minutos apos desjejum realizadas coletas sangue avaliacao homeostase glicemica glicose insulina glp 1 agl percepcao subjetiva apetite tempos 10 240 feitas coletas adicionais determinacao niveis incretinas cck pyy escores palatabilidade avaliados imediatamente apos ingestao desjejum almoco utilizada analise variancia medidas repetidas teste post hoc tukey examinar efeito tratamentos sobre homeostase glicemica niveis incretinas apetite comparar escores palatabilidade areas abaixo aac acima aacc curva resultados avaliacoes bioquimicas apetite ingestao_alimentar aplicado teste analise variancia teste post hoc tukey analises realizadas utilizando programa sigmaplot versao 11 0 systat software inc eua R adotando criterio significancia estatistica p<0 05 participaram estudo 15 voluntarias idade media 35 33 + 8 61 anos indice_massa_corporal 32 36 + 1 25 kg m² porcentagem gordura_corporal 36 74 + 3 56 normopressoricas glicemia capilar jejum 89 93 + 8 85 mg dl homa_ir 2 79 + 1 43 observado aac resposta glicemica 4  8h apos ingestao desjejum dap menor p=0 038 dc constatados niveis insulinemicos maiores grupo dap relacao grupo dc tempos 180 p=0 022 240 p=0 024 370 minutos p=0 016 media aacc agl 0  4h grupo dap menor dc p=0 022 valores aac pyy grupos dag dap apresentaram superiores p=0 006 grupo dc niveis pyy grupo dap 180 minutos p=0 032 grupo dag 240 minutos p=0 039 superiores grupo dc valores aac glp 1 0  8h grupos dag dap 100 superiores grupo dc aac niveis cck 0  4h grupo dag cerca 300 superior grupo dap dc observou ingestao habitual lipidios grupo dag superiores grupo dc p=0 003 verificou grupo dc apresentou 610 minutos saciedade superior comparado grupos dag p=0 003 dap p=0 024 voluntarias deixaram laboratorio constatou grupo dap apresentou menor p=0 046 escore variavel desejo alimentar comparado grupo dc verificou dap avaliado saboroso dag p=0 03 dc p=0 045 grau_processamento grao afeta bioacessibilidade lipidios presentes amendoim vez exerce efeito regulatorio glicemia pos prandial secrecao incretinas escores apetite sendo possivel responsavel beneficios apresentados resultados demonstram importancia estudo clinicos prospectivos venham avaliar efeito consumo cronico amendoim grao cru pasta homeostase glicemica apetite ingestao_alimentar diversas populacoes avaliando impacto prevencao tratamento diabetes_mellitus_tipo_2 obesidade,130
