topic,FREX,DS_RESUMO,document
11,"ambiente_alimentar, entorno, estabelecimentos, desertos, pantanos",introducao seguranca_alimentar_nutricional san conceituada direito acesso regular permanente alimentos objetivo politicas programas intersetoriais articulados promoveram implantacao equipamentos publicos seguranca_alimentar_nutricional epsan proporcionar disponibilidade acesso alimentos_saudaveis economicamente acessiveis acessibilidade avaliacao ambiente_alimentar pode ser caracterizada variedade proximidade densidade estabelecimentos comerciais objetivo avaliar ambiente_alimentar comunitario entorno equipamentos publicos seguranca_alimentar_nutricional metodos trata estudo_observacional analitico tipo transversal realizado cidade belo_horizonte minas gerais unidade analise buffer entorno epsan entorno setores censitarios epsan criterios inclusao epsan possuir atividade comercializacao alimentos consumo domicilio implantacao maio 2019 epsan selecionados base amostragem aleatoria simples estratificada regionais administrativas indice vulnerabilidade saude ivs criterios inclusao definicao areas epsan conter nenhum epsan estar mesma regional administrativa area epsan correspondente estar 1000m distante epsan possuir mesma classificacao ivs setor censitario epsan correspondente criterios inclusao estabelecimentos comerciais comercializar alimentos consumo domicilio localizar dentro buffer raio 500m redor epsan dentro buffer raio 500m redor centroide area epsan realizada analise descritiva estimador kernel metodo vizinho proximo resultados epsan participantes direto roca n=2 feira livre n=3 feira organica n=1 mercado municipal n=3 sacolao abastecer n=1 estabelecimentos avaliados 39 6 n=113 areas epsan 60 5 n=172 areas epsan sendo diferente significativamente maioria lojas conveniencia padaria 24 2 casa carnes 21 0 sacoloes feiras livres 19 0 padrao distribuicao aleatoriedade 45 0 analise kernel mostrou 7 epsan encontravam proximo estabelecimentos comerciais conclusao observou menor numero estabelecimentos comerciais entorno epsan predominancia tipo lojas conveniencia padaria casa carnes sacoloes feiras livres padrao aleatoriedade ressalta importancia fortalecimento politicas programas incentivo implantacao maior numero estabelecimentos saudaveis epsan mercados agricultores estandes frutas_hortalicas,3349
12,"padroes_alimentares, aup, padrao_alimentar, ultraprocessados, processados",introducao consumo elevado bebidas adicao acucar baa associado maior ingestao_energia pior qualidade_dieta objetivo analisar associacao consumo baa qualidade_dieta populacao brasileira metodos analisados todos individuos investigados primeiro inquerito nacional alimentacao 2008 2009 dez anos idade reportaram consumo_alimentar dois dias consecutivos registro_alimentar n=32 900 alimentos classificados baa sucos refrescos refrigerantes bebidas lacteas sabor marcadores alimentacao_saudavel leguminosas vegetais hortalicas frutas respectivas preparacoes ingestao fibra dietetica saudavel mans doces bolos biscoitos doces salgados petiscos guloseimas fast foods ingestao acucar adicao estimou percentual energia oriundo baa categorizado quatro grupos consumidores segundo tercis consumo modelos regressao_linear_multipla avaliar associacoes consumo baa marcadores_alimentacao adotados resultados baa contribuiram media 8 total energia ingerida sendo observada maior contribuicao percentual individuos moradores area urbana observou associacao direta consumo acucar adicao baa cada copo adicional baa estimou reducao consumo fibra dietetica incremento percentual energia proveniente acucar adicao 3 237 kcal dieta populacao brasileira conclusao consumo baa associado baixa qualidade_dieta populacao brasileira,2725
12,"padroes_alimentares, aup, padrao_alimentar, ultraprocessados, processados",tese apresenta resultados dois manuscritos desenvolvidos base analise habitos desjejum qualidade_dieta adolescentes brasileiros analisados dados obtidos primeiro inquerito nacional alimentacao realizado 2008 2009 consumo_alimentar estimado base dados dia registro_alimentar amostra_representativa nacionalmente individuos 10 19 anos idade n=7 425 excluidas meninas gestantes lactantes primeiro manuscrito objetivo caracterizar desjejum adolescentes brasileiros desjejum considerado primeira ocasiao consumo_alimentar referida 4 horas onze horas manha incluisse alimentos comumente consumidos almoco jantar especificamente arroz feijao macarrao constatouse refeicao realizada 93 adolescentes media 7 horas manha media desjejum contribuiu 18 ingestao_diaria energia cafe leite pao manteiga margarina alimentos comumente consumidos desjejum desses adolescentes verificadas variacoes composicao desjejum segundo renda diferencas sutis segundo grandes regioes brasil sinalizando assim homogeneidade habito_alimentar desjejum pais segundo manuscrito avaliadas diferencas qualidade_dieta adolescentes considerando gradiente consumo_alimentos teor elevado gordura_saturada trans acucar adicao sofas utilizando curva roc base ingestao recomendada gordura_saturada definiu limite caracteriza ingestao excessiva sofas 40 energia diaria observou 72 adolescentes brasileiros apresentaram elevada ingestao sofas media sofas forneciam 53 ingestao_diaria energia dentre adolescentes elevada ingestao sofas observou consumo reduzido peixe aves raizes tuberculos preparacoes base milho consumo elevado balas chocolates hamburgueres pizza cereais matinais sanduiches salgados molhos salada queijos iogurte biscoitos bolos leite sucos naturais bebidas adocadas acucar salgadinhos chips carnes processadas outro lado adolescentes ingestao moderada sofas apresentaram consumo elevado arroz feijao cafe cha paes peixe aves raizes tuberculos preparacoes base milho comparados consumo elevado sofas achados presente tese evidenciam necessidade atencao especial habitos_alimentares inadequados adolescentes dadas repercussoes negativas ponto vista saude_publica aumento obesidade desenvolvimento disturbios_metabolicos precursores doencas_cronicas_transmissiveis,1012
12,"padroes_alimentares, aup, padrao_alimentar, ultraprocessados, processados",ultimas decadas habitos_alimentares adolescentes sofreram modificacoes aumento consumo_alimentos industrializados reducao consumo_alimentos naturais tais mudancas refletem estado_nutricional nesta faixa etaria implicando aumento excesso_peso ultimos anos brasil ser pais grandes dimensoes diversidades culturais apresenta diferencas consumo_alimentar regioes objetivo deste estudo avaliar evolucao padroes_alimentares adolescentes residentes regiao nordeste brasil 2008 2018 utilizou bases dados inqueritos nacionais alimentacao ina realizados pesquisas orcamentos familiares 2008 2009 2017 2018 instituto brasileiro geografia estatistica ibge avaliados dados consumo_alimentar adolescentes residentes regiao nordeste brasil idade 10 19 anos sendo amostra final representada 2951 3015 adolescentes 2008 2009 2017 2018 respectivamente consumo_alimentar obtido registros alimentares dois dias consecutivos primeira edicao dois recordatorios_24_horas segunda edicao ina analises padroes_alimentares utilizados dados obtidos primeiro dia consumo analise_fatorial componentes principais acp seguido rotacao ortogonal tipo varimax 2008 2009 identificados meninos tres principais padroes_alimentares ocidental bolo salgadinhos leites doces lanches bebidas doces tradicional brasileiro arroz feijoes verduras carnes ovo cafe_manha paes oleos cafe bebidas doces meninas identificados quatro padroes ocidental tuberculos bolo salgadinhos doces lanches bebidas doces nordeste brasileiro tuberculos carnes processadas cafe alimentos_regionais tradicional brasileiro arroz feijoes verduras carnes ovo cafe_manha pao oleos cafe 2017 2018 identificados tres padroes_alimentares meninos nordeste brasileiro tuberculos alimentos_regionais tradicional brasileiro arroz feijoes cafe carnes ovo ocidental bolo salgadinhos lanches bebidas doces meninas principais padroes identificados nordeste brasileiro tuberculos alimentos_regionais tradicional brasileiro arroz feijoes verduras carnes ovo ocidental bolo salgadinhos doces lanches bebidas doces conclui padroes_alimentares adolescentes apresentaram mudancas 2008 2018 sendo consumo padrao ocidental reduziu padroes compostos alimentos tradicionais regionais aumentaram,3435
12,"padroes_alimentares, aup, padrao_alimentar, ultraprocessados, processados",introducao avaliacao qualidade_dieta possibilita estimar papel alimentacao saude objetivos 1 analisar variacoes qualidade_dieta brasileiros 2008 2018 utilizando indicador baseado teor gorduras solidas acucar adicao 2 estimar associacao padroes_alimentares consumo gorduras solidas acucar adicao sofas adolescentes brasileiros metodos analisados dados inqueritos nacionais alimentacao ina 2008 2009 2017 2018 consumo_alimentar avaliado registro_alimentar 2008 2009 recordatorio_24_horas 2017 2018 qualidade_dieta avaliada base contribuicao alimentos sofas forneciam >13 energia proveniente gordura_saturada acucar adicao >1 3 gordura_trans ingestao total energia dietas >45 energia fornecida alimentos sofas consideradas teor elevado desses alimentos estimou proporcao individuos dietas teores elevados alimentos sofas populacao total segundo grupo etario sexo situacao urbano rural renda sendo diferencas avaliadas base ausencia sobreposicao intervalos confianca 95 padroes_alimentares identificados meio analise_fatorial exploratoria extracao componentes principais modelos regressao_linear simples multipla desenvolvidos estimar associacao padroes_alimentares proporcao alimentos sofas dieta resultados 2008 2009 2017 2018 proporcao dietas elevado teor alimentos sofas aumentou 46 5 53 1 incrementos significativos observados area rural adultos grupo menor renda 2017 2018 consumo elevado alimentos sofas maior adolescentes 59 3 mulheres 54 8 maior renda 58 8 identificados padroes_alimentares adolescentes pao manteiga composto oleos gorduras pao queijos tipico brasileiro composto arroz feijao agua carnes hortalicas suco bebida cafeinada composto acucares adocantes cafe cha suco frutas biscoitos lanches incluindo bebidas adicao acucar molhos processados salgados fritos assados sanduiches bebidas lacteas base soja doces sobremesas guloseimas modelo regressao_linear ajustado padroes pao manteiga = 1 97 p<0 01 tipico brasileiro = 3 24 p<0 01 associaram reducao consumo sofas padrao lanches associou aumento consumo sofas =1 11 p<0 01 conclusao 2008 2009 2017 2018 qualidade_dieta brasileiros deteriorou adolescentes brasileiros padrao_alimentar baseado alimentos basicos tradicionais associado reducao consumo_alimentos sofas,5018
12,"padroes_alimentares, aup, padrao_alimentar, ultraprocessados, processados",objetivo investigar associacao padrao_alimentar frequencia consumo_alimentar medidas_antropometricas metodos estudo_transversal 320 mulheres climaterio regiao sul brasil padroes_alimentares investigados atraves questionario_frequencia_alimentar identificados atraves analise_componentes_principais questionario padronizado utilizado avaliar consumo refeicoes desfechos indice_massa_corporal imc circunferencia_cintura cc associacao exposicoes desfechos investigada regressao_linear_multipla resultados identificados tres padroes_alimentares regional frutas vegetais comum brasileiro apos ajustes maior adesao padrao_alimentar regional diretamente associada imc 0 56 ic95 0 03 1 08 p= 0 037 cc 1 28 ic95 0 17 2 55 p= 0 047 relacao frequencia consumo_alimentar consumo cinco refeicoes dia inversamente associado imc 1 18 ic95 2 30 0 05 p=0 041 cc 2 77 ic95 5 41 0 13 p=0 039 assim realizacao lanche tarde imc 2 16 ic95 3 66 0 65 p=0 005 cc 5 76 ic95 9 29 2 23 p=0 001 fim adesao padrao_alimentar regional inversamente associada consumo lanche tarde 0 63 ic95 1 07 0 18 p= 0 006 consumo cinco refeicoes dia 0 51 ic95 0 84 0 18 p= 0 002 outro lado maior adesao padrao frutas verduras associada consumo cinco refeicoes dia 0 35 ic95 0 02 0 69 p= 0 034 conclusao adesao padrao_alimentar regional resultou maiores medidas_antropometricas contribuiu reducao frequencia consumo_alimentar comportamento associado maiores medidas_antropometricas,2938
12,"padroes_alimentares, aup, padrao_alimentar, ultraprocessados, processados",padrao consumo_alimentar adolescentes sido caracterizado escolha alimentos marcadores alimentacao_saudavel representa importante fator risco obesidade outras doencas_cronicas_transmissiveis composicao domiciliar considerada contexto importante capaz influenciar consumo_alimentar adolescentes trabalho composto revisao_sistematica literatura analise original partir dados obtidos atraves estudo risco cardiovasculares adolescentes erica manuscrito objetivo analisar associacao composicao domiciliar consumo_alimentar adolescentes meio revisao_sistematica literatura incluidos 11 artigos segundo estrategia busca criterios elegibilidade previamente estabelecidos protocolo prospero estudos avaliados indicaram adolescentes moravam ambos pais apresentaram maior frequencia_consumo vegetais cafe_manha preferencias alimentares_saudaveis encontradas adolescentes residiam familias nucleares consumo irregular cafe_manha marcadores alimentacao_saudavel observados adolescentes residentes domicilios monoparentais familia reconstituida familias extensas adicionalmente avaliou amostra nacionalmente representativa 71 740 adolescentes 12 17 anos participantes erica realizado 2013 2014 objetivo analisar associacao composicao domiciliar padroes_alimentares adolescentes brasileiros identificados cinco padroes_alimentares primeiro padrao denominado tradicional composto arroz preparacoes feijao leguminosas carnes vermelhas apresentando carga negativa massas preparacoes segundo padrao nomeado lanches composto paes oleos gorduras queijos cafe carnes processadas terceiro denominado carnes brancas composto aves peixes carga negativa carnes vermelhas quarto padrao nomeado ultraprocessados sendo composto bebidas artificiais adicao acucar bebidas dieteticas lanches doces acucar adicao carga negativa cafe quinto padrao_alimentar denominado minimamente processados composto frutas leite_derivados vegetais hortalicas cereais oleaginosas possivel verificar fato morar ambos pais apenas mae modificou padroes_alimentares encontrados composicoes domiciliares morar pai mae associado padroes_alimentares compostos grupos alimentares considerados saudaveis padroes_alimentares adolescentes moram apenas pai marcados menor consumo_alimentos ultraprocessados maior consumo_alimentos considerados saudaveis composicao domiciliar pode ser complexa podem influenciar consumo_alimentar adolescentes ressaltando importancia incorporar composicao domiciliar iniciativas voltadas habitos_alimentares saude adolescentes,3474
12,"padroes_alimentares, aup, padrao_alimentar, ultraprocessados, processados",objetivo identificar padroes_alimentares adolescentes escola publica goiania alguns fatores_associados material metodos estudo_transversal 446 adolescentes 10 19 anos idade matriculados escola publica goiania goias consumo_alimentar obtido meio recordatorio_alimentar habitual padroes_alimentares identificados empregando analise_fatorial componentes principais rotacao ortogonal varimax calcularam escores fatoriais utilizados modelos regressao_linear verificar associacoes padroes_alimentares variaveis_socioeconomicas antropometricas estilo_vida resultados identificaram quatro padroes conjunto explicaram 38 8 variancia total consumo_alimentar padroes denominados 1 refeicao tradicional composto cereais tuberculos leguminosas carnes hortalicas bebidas_acucaradas 2 lanche tradicional incluiu lanches farinaceos manteiga margarina lacteos doces inversamente associado consumo carnes processadas 3 lanche processado carnes processadas queijos amarelos lanches farinaceos 4 junk food composto balas lanches gordurosos bebidas_acucaradas massas inversamente associado ingestao frutas padrao refeicao tradicional inversamente associado indice_massa_corporal sexo_feminino padrao lanche tradicional inversamente associado indice_massa_corporal positivamente associado maior tempo sentado finais semana padrao junk food associou positivamente maior tempo diario frente televisao apenas ultimo padrao apresentou associacao inversa deslocamento escola meio automovel conclusao padroes_alimentares adolescentes associaram variaveis antropometricas estilo_vida modo recomenda alimentacao baseada alimentos tradicionais brasileiros pois parece favorecer menores indices massa_corporal,1919
12,"padroes_alimentares, aup, padrao_alimentar, ultraprocessados, processados",presente dissertacao avaliou perfil alimentar criancas indigenas yanomami 6 59 meses segundo grau_processamento avaliou associacao fatores_sociodemograficos maternos antropometricos obtidos dados consumo_alimentar crianca referente dia anterior entrevista meio lista alimentos baseada estudos anteriores populacao indigena alimentos consumidos agrupados acordo sistema nova in_natura minimamente processados ingredientes_culinarios processados processados ultraprocessados alimentos_in_natura minimamente processados categorizados regionais urbanos consumo_alimentar estratificado faixa etaria 6 23 24 59 meses associacoes consumo_alimentos ultraprocessados variaveis_socioeconomicas demograficas maternas crianca testadas regressao_poisson variancias robustas incluidas neste estudo 251 criancas destas 61 2 sexo_feminino 73 3 idade 24 59 meses observou frequencia alimentos_in_natura minimamente processados 92 8 regionais 56 2 urbanos frequencia_consumo ingredientes_culinarios processados 41 alimentos_processados 11 9 ultraprocessados 31 9 dentre alimentos_in_natura minimamente processados regionais consumidos maior frequencia frutas 68 9 milho raizes tuberculos 44 6 pupunha palmito 33 1 peixes caranguejo 32 7 beiju cuscuz 31 9 dentre in_natura minimamente processados urbanos consumidos feijao 29 5 arroz macarrao 19 5 frango 16 7 cafe cafe leite 15 1 leite vaca po 10 0 relacao ingredientes_culinarios processados relatados acucar 34 7 sal cozinha 34 7 oleo vegetal 22 3 quanto alimentos_processados consumidos carnes enlatadas embutidas processadas 10 0 paes 2 8 enquanto ultraprocessados relatados bolos biscoitos bolachas 24 7 chocolate achocolatado po 6 0 apos ajuste fatores confusao observou prevalencia consumo_alimentos ultraprocessados 11 6 vezes maior maturaca 9 2 vezes maior ariabu comparado auaris prevalencia consumo_alimentos ultraprocessados 31 menor criancas maes baixa estatura,3395
12,"padroes_alimentares, aup, padrao_alimentar, ultraprocessados, processados",guia_alimentar_populacao_brasileira 2014 recomenda prefiram sempre alimentos_in_natura minimamente processados estimulando valorizacao cultural diversidade alimentos representam aspectos cada regiao pais estudos anteriores inqueritos populacionais demonstraram consumo alimentos_in_natura minimamente vem diminuindo passar anos todavia estudos especificos sobre consumo_alimentos regionais amostra_representativa territorio nacional objetivo descrever disponibilidade domiciliar alimentos_regionais 2017 2018 evolucao periodo 2002 2018 grandes regioes brasileiras brasil todo material metodos utilizados dados pesquisas orcamentos familiares 2002 2003 2008 2009 2017 2018 sobre aquisicoes alimentos consumo domiciliar alimentos_regionais frutas_legumes_verduras leguminosas tuberculos raizes cereais farinhas identificados base livro alimentos_regionais brasileiros 2015 quantidade adquirida cada alimento convertida energia base tabela brasileira composicao alimentar  usp calculada participacao relativa grupos alimentos total energia disponivel domicilio energia utilizado modelos regressao_linear avaliar variacoes temporais estimativas considerando valor p<0 05 resultados alimentos_regionais representaram brasil todo 3 69 total energia frutas  0 6 legumes_verduras  0 18 leguminosas  2 21 tuberculos raizes cereais  0 58 farinhas  0 12 2002 2003 3 12 frutas  0 67 legumes_verduras  0 17 leguminosas  1 67 tuberculos raizes cereais  0 43 farinhas  0 16 2008 2009 3 12 frutas  0 77 legumes_verduras 0 18 leguminosas  1 49 tuberculos raizes cereais  0 43 farinhas  0 23 2017 2018 regiao participacao calorica total alimentos_regionais maior nordeste todos anos observou disponibilidade grupos alimentos_regionais caiu 15 98 anos estudados 2002 2018 apesar tendencia ser uniforme participacao caiu principalmente queda consumo tuberculos raizes cereais leguminosas regionais estagnou 2008 2018 aumento consumo_frutas farinhas regionais conclusao baixo consumo_alimentos regionais neste estudo reforca importancia acoes incentiva consumo,3372
12,"padroes_alimentares, aup, padrao_alimentar, ultraprocessados, processados",ocorrido intensa mudanca habitos vida populacoes especial relacao padroes_alimentares elevacao consumo_alimentos altamente energeticos reducao consumo_alimentos saudaveis culmina elevacao prevalencias agravos saude inclusive populacao pediatrica dois cinco anos presente estudo objetivo identificar padroes_alimentares pre_escolares goiania determinar fatores_associados trata estudo_transversal base_populacional domiciliar 412 criancas 24 59 meses residentes area urbana goiania goias utilizou amostragem conglomerados multiplos estagios questionario padronizado questoes sociodemograficas consumo_alimentar estilo_vida antropometria consumo_alimentar avaliado meio questionario_frequencia_alimentar partir aplicou analise_fatorial componentes principais rotacao ortogonal varimax derivacao posteriori padroes_alimentares padroes_alimentares encontrados denominados processados ultraprocessados tradicional misto modelos regressao_linear_multipla aplicados avaliacao fatores_associados padroes identificados padrao processados ultraprocessados maior adesao criancas apresentavam habito comer diante televisao trocar jantar lanches menor adesao criancas maes velhas padrao tradicional entanto presente filhos maes jovens maiores valores indice_massa_corporal menos presente criancas realizavam troca jantar lanches consumo padrao misto menos frequente criancas trocavam jantar lanches portanto consumo lanches inves jantar convencional implica escolhas_alimentares menos saudaveis padroes associados variaveis sociodemograficas antropometricas estilo_vida modo maes velhas parecem realizar escolhas_alimentares adequadas filhos,1635
13,"hiperalgesia, parkin, dor, p2x3, contracao",exercicio_fisico estrategia estabelecida controlar inflamacao relacionado desenvolvimento doencas_cronicas dor cronica nesse trabalho atraves realizacao dois estudos hipotetizou 1 fenotipo macrofagos pro inflamatorios perifericos bem ativacao receptor p2x4 nessas celulas contribui aumento inflamacao predisposicao musculo_esqueletico dor cronica ativacao receptores pparg meio exercicio_fisico altera modulacao fenotipos macrofagos perfil citocinas tecido diminui ativacao receptores p2x4 prevenindo dor muscular persistente 2 sob exercicio_fisico musculo_esqueletico si possui papel antiinflamatorio atraves acao co ativador pgc 1 1 sobre via nf b testou hipoteses usando 1 exercicio_fisico tecnicas farmacologicas analise expressao proteinas imagens imunohistoquimicas modelo roedor inflamacao gera hiperalgesia muscular persistente 2 modelos transgenicos in vitro in vivo alta expressao pgc 1 musculo especifica estimulos inflamatorios analises expressao_genica proteicas modelo degeneracao muscular resultados estudo 1 demonstraram exercicio preveniu hiperalgesia muscular persistente meio ativacao receptores pparg ativacao receptores pparg 15d pgj2 deplecao macrofagos musculares animais sedentarios previne hiperalgesia persistente periodo agudo persistente hiperalgesia muscular caracterizados aumento macrofagos inflamatorios ativacao p2x4 onde exercicio exerceu papel preventivo bem aumentou fenotipo macrofagos anti_inflamatorios exercicio induz diminuicao via receptores p2x4 presentes macrofagos envolvidos processo_inflamatorio dor aguda atraves ativacao pparg fim concentracao il 1 musculo encontra elevada fase aguda prevenido exercicio atraves ativacao receptores pparg exercicio aumentou concentracao il_10 fases aguda persistente apenas fase persistente meio receptores pparg resultados estudo 2 demonstraram celula muscular alta expressao pgc 1 1 possui alta expressao i b sob inflamacao baixa expressao ikk p65 tanto modelo inflamatorio in vitro quanto in vivo aumento expressao_genes inflamatorios relacionados fator transcricao nf b prevenido pgc 1 1 super expressa achados sugerem exercicio_fisico ativa receptores pparg aumenta respostas anti_inflamatorias tecido muscular meio modulacao fenotipos macrofagos citocinas evitando assim estabelecimento dor muscular persistente demonstrando importancia modulacao celulas macrofagos alem disso sugere acao exercicio_fisico musculo envolve ativacao co ativador pgc 1 1 exercendo grande papel anti_inflamatorio local sistemico resultados destacam ainda potencial exercicio_fisico elucidam novos mecanismos moleculares capazes prevenir situacoes inflamatorias dor muscular persistente relacionada,3964
13,"hiperalgesia, parkin, dor, p2x3, contracao",contracao muscular estatica padrao contracao muscular associado atividades vida diaria laborais sustentacao postural longos periodos tempo capaz induzir dor inflamacao local dados obtidos recentemente grupo pesquisa demonstraram contracao estatica ratos capaz induzir hiperalgesia muscular mecanica modulada diferentes mediadores inflamatorios bradicinina aminas simpatomimeticas prostaglandinas neutrofilos demonstramos ativacao receptores p2x3 atp endogeno essencial desenvolvimento hiperalgesia muscular induzida contracao estatica entretanto mecanismos envolvidos nesse processo ainda desconhecidos assim sendo objetivo geral presente estudo avaliar envolvimento receptores p2x3 perifericos corno raiz dorsal medula espinhal desenvolvimento hiperalgesia muscular origem inflamatoria induzida carragenina contracao muscular estatica via farmacologia comportamental utilizando teste randall selitto ainda envolvimento receptores p2x3 hiperalgesia muscular modulado migracao neutrofilos via quantificacao enzima mieloperoxidase mpo resultados demonstraram pre tratamento antagonista seletivo receptores p2x3 317491 via intramuscular intratecal preveniu desenvolvimento hiperalgesia muscular induzida contracao estatica carragenina p<0 0001 anova one way teste_tukey migracao neutrofilos tecido muscular ambos modelos p<0 05 teste_tukey resultados demonstram hiperalgesia muscular induzida contracao estatica carragenina modulada receptores p2x3 perifericos centrais processo modulado menos parte migracao neutrofilos dados sugerem portanto receptores p2x3 importantes alvos farmacologicos controle dores musculares origem inflamatoria fim paralelamente estudo principal demonstramos contracao estatica induz aumento citocinas_inflamatorias tnf il 1 il_6 primeiras 24 horas apos contracao via ensaio imunoenzimatico elisa p>0 05 teste_tukey alem disso apresentamos informacoes sobre projeto desenvolvimento camundongos gcamp6 estudo mecanismos dor fadiga muscular relativo periodo doutorado sanduiche realizado universidade utah eua demonstramos processo desenvolvimento camundongos trpv1 cre gcamp6+ capazes expressar proteina fluorescente gfp apenas fibras trpv1+ alem disso demonstramos resultados analise via calcium imaging celulas ganglio raiz dorsal desses animais quanto caracterizacao resposta diferentes doses metabolitos verificamos 57 64 celulas cultura grd origem muscular destas 78 apresentam gfp sendo 1 3 respondem capsaicina demonstramos fim 85 6 100 celulas origem muscular respondem respectivamente ph 7 0 6 6 trpv1+ sugerindo portanto receptores neuronios trpv1+ possuem importante papel mediador resposta evocada metabolitos fadiga dor muscular,2176
13,"hiperalgesia, parkin, dor, p2x3, contracao",dores cronicas representam grande problema saude_publica sendo sexo_feminino afetado estrategia farmacologica controle dor ligantes receptores ativados peroxissoma gama pparg vem sendo estudados diversos modelos experimentais ligantes pparg prostaglandina 15d pgj2 pioglitazona ligantes diminuem hiperalgesia mecanica termica atraves diminuicao marcadores processo_inflamatorio atividade neuronal nociceptiva periferia sistema_nervoso_central entanto efeito desses ligantes diferentes modelos hiperalgesia hiperalgesia muscular acao forma sexo dependente hiperalgesia pos operatoria neuropatica induzida modelo lesao nervosa neuropatica associada diabetes tipo ii sido pouco explorada ainda desconhecida portanto objetivo geral presente estudo avaliar efeito analgesico agonistas pparg diferentes modelos hiperalgesia especificamente avaliado 1 administracao intramuscular 15d pgj2 reduziria hiperalgesia muscular mecanica induzida carragenina contracao estatica caso positivo processo modulado opioides 2 administracao sistemica intratecal pioglitazona diminuiria resposta nociceptiva mecanica induzida hiperalgesia pos operatoria administracao pioglitazona via sistemica diminuiria resposta nociceptiva mecanica termica hiperalgesia neuropatica induzida seccao nervosa maneira sexo dependente ambos modelos 3 pioglitazona administrada sistemicamente cronicamente via dieta reduziria hiperalgesia mecanica termica induzida neuropatia diabetica maneira sexo dependente teste randall selitto utilizado avaliar hiperalgesia mecanica muscular enquanto teste von frey filamentos utilizado avaliar hiperalgesia mecanica demais modelos experimentais hiperalgesia termica avaliada teste acetona modelo hiperalgesia neuropatica induzida seccao nervosa testes coldplate hotplate modelo hiperalgesia neuropatica diabetica resultados demonstram 1 15d pgj2 via receptores pparg bloqueou hiperalgesia muscular induzida carragenina contracao estatica especificamente hiperalgesia muscular induzida carragenina processo modulado receptores opioides 2 pioglitazona intratecal sistemica diminuiu resposta nociceptiva mecanica induzida hiperalgesia pos operatoria enquanto pioglitazona sistemica diminuiu resposta nociceptiva mecanica termica hiperalgesia neuropatica induzida seccao nervosa diferenca sexos ambos modelos hiperalgesia 3 pioglitazona diminuiu hiperalgesia termica induzida neuropatia diabetica diferenca sexos administrada cronicamente diminuiu hiperalgesia mecanica termica induzida neuropatia diabetica especificamente nesse caso efeito potencializado femeas juntos dados indicam 15d pgj2 possui efeito anti hiperalgesico modulado sistema opioide pioglitazona reduz hiperalgesia neuropatica induzida lesao nervosa pos operatoria apresentar diferenca sexos hiperalgesia neuropatica associada diabetes forma sexo dependente fim sugerimos receptores pparg importante alvo futuros estudos visando controle diferentes condicoes dolorosas,1811
13,"hiperalgesia, parkin, dor, p2x3, contracao",introducao estudos demonstraram maior prevalencia intolerancia estimulos dolorosos mulheres dimorfismo sexual modulado hormonios gonadais beneficios pratica exercicios_fisicos regulares prevencao reducao quadros algicos conhecidos porem pouco sabe sobre influencia hormonios gonadais nesse processo portanto objetivo deste estudo investigar ciclo estral modula dor muscular aguda persistente camundongos femeas prevencao meio exercicios_fisicos regulares metodologia estudo utilizados camundongos_swiss femeas 60 dias idade obtidos cemib unicamp todos experimentos aprovados comite etica pesquisa animal universidade estadual campinas 5234 1 2019 inicialmente estabelecemos modelo transicao dor aguda cronica dina et al 2008 injetado carragenina musculo gastrocnemio direito promovendo sensibilidade previa apos intervalo 10 dias realizada nova injecao pge2 local verificando cronificacao atraves limiares nociceptivos musculo mecanico quantificada analgesimetro randall selitto antes apos injecoes avaliar participacao ciclo estral neste modelo realizamos tecnica lavado vaginal antes apos injecoes exercicio_fisico avaliar efeitos exercicio_fisico animais submetidos natacao antes injecao carragenina resultados cg injetada proestro hiperalgesia muscular aguda maior femeas machos p <0 0001 anova teste_tukey estro diestro cg induziu menor hiperalgesia muscular aguda camundongos femeas machos p <0 05 anova teste_tukey metaestro cg induziu hiperalgesia muscular femeas forma semelhante camundongos machos p> 0 05 anova teste_tukey considerando hiperalgesia muscular persistente femeas fase estro momento injecao cg apresentaram hiperalgesia semelhante machos p> 0 05 anova teste_tukey enquanto femeas demais fases apresentaram menor hiperalgesia machos p <0 05 anova teste_tukey comparando respostas comportamentais camundongos femeas resultados mostraram proestro cg induziu maior hiperalgesia muscular aguda comparada outras fases p <0 05 anova two way pos teste_tukey fase estro cg induziu maior hiperalgesia muscular persistente comparada demais fases p <0 05 anova two way pos teste_tukey analisamos fase estral femeas previamente sensibilizadas cg pge2 induziu hiperalgesia muscular cronica semelhante p> 0 05 anova two way pos teste_tukey exercicio_fisico natacao evitou cronificacao hiperalgesia muscular forma semelhante camundongos machos femeas todo ciclo estral p> 0 05 anova teste_tukey conclusao resultados demonstraram ciclo estral modula hiperalgesia muscular aguda cronica sendo importante desenvolvimento hiperalgesia muscular persistente manutencao prevencao hiperalgesia muscular camundongos femeas exercicio_fisico influenciada ciclo estral,3556
